Wavelength_microns Throughput
4.4968982289999975 0.0
4.4982494599999985 0.0
4.4996006909999995 0.00029966114069618284
4.5009519220000005 0.0003157340019779778
4.502303154 0.00032399331668488644
4.503654385 0.00033017767813109313
4.505005617 0.00034318405174589437
4.506356848 0.0003648280567034489
4.507708079 0.0003711919024238042
4.509059311 0.0003799168439775217
4.510410542 0.00039248533797284007
4.511761774 0.0004208358870836451
4.513113005 0.0004399913509666795
4.514464237 0.00045509904277024605
4.5158154679999996 0.00047427528612823875
4.517166699000001 0.0004993826970084746
4.518517931 0.0005211000770968847
4.519869162 0.0005282661372363284
4.521220394 0.0005444574445833942
4.522571624999999 0.0005662483856652602
4.523922857 0.0005946897804450785
4.525274088 0.0006097264063018966
4.52662532 0.0006307237646911218
4.527976551 0.0006610825391341772
4.529327782 0.000693825845068488
4.530679014 0.0007196329489174106
4.532030245 0.0007401318336681126
4.533381477 0.0007803930368451168
4.534732708 0.000818787333732127
4.53608394 0.0008537594607513703
4.537435171 0.0008728586687247581
4.5387864030000005 0.0009077617772305012
4.540137634 0.000951805451451727
4.541488865 0.0009954214316821972
4.542840097 0.0010343967728649321
4.544191328 0.001078114734154501
4.5455425599999995 0.0011420000104520724
4.5468937910000005 0.0011996869417146172
4.548245023000001 0.001254619294319733
4.549596254 0.0013052257387827877
4.550947485 0.001373824249680534
4.552298716999999 0.0014436820871358356
4.553649948 0.0015047088550785121
4.5550011800000005 0.001568249476310607
4.556352411 0.0016418895441023035
4.557703643 0.0017318627193539835
4.559054874 0.001806619388873195
4.560406106 0.0018851398937672972
4.561757337 0.001971457907389145
4.563108568 0.002080820422988125
4.5644598 0.0021871678563666077
4.565811031 0.0022856024028781547
4.567162263 0.002402077214117162
4.568513493999999 0.002530454128102074
4.569864726 0.0026722431716584617
4.571215957000001 0.0027930608668916457
4.572567188 0.002929352610959016
4.57391842 0.0030840764044096
4.575269650999999 0.0032572876719074114
4.5766208829999995 0.003424181824259962
4.5779721140000005 0.0035834925673271334
4.579323346 0.0037765685865142388
4.580674577 0.0039842342393194875
4.582025809 0.0042075641307288796
4.58337704 0.004420883390735903
4.584728271 0.004662175580611284
4.586079503 0.0049338284099830635
4.587430734 0.005219905156741089
4.588781966 0.00551091626546937
4.590133197 0.005806982442637312
4.591484429 0.006152822366326704
4.5928356599999995 0.0065142234337111134
4.5941868910000005 0.006891732569185444
4.595538123 0.007281255330648829
4.596889354 0.0077154222045705415
4.598240586 0.008200245670564196
4.599591817 0.00869819283691438
4.6009430490000005 0.009221318146228489
4.60229428 0.009770309657922627
4.603645512 0.010394678677027269
4.604996743 0.011051069939570137
4.606347974 0.011736370850892797
4.607699206 0.012472503352998043
4.609050437 0.013276018873730621
4.610401669 0.014162328391501635
4.611752900000001 0.015083465044660266
4.613104132 0.016067169414302054
4.614455363 0.017125870136554526
4.6158065950000005 0.01829524688455898
4.617157826 0.019539345420413277
4.618509057 0.020848045075371066
4.619860289 0.022274537699002013
4.62121152 0.02381945472025454
4.622562751999999 0.025511905225623313
4.6239139830000004 0.02730434545903108
4.625265215000001 0.02922675044211623
4.626616446 0.031326685408606704
4.627967677 0.0336121008678836
4.629318908999999 0.036069852374915126
4.63067014 0.03868856525245822
4.6320213720000005 0.041540281845257106
4.633372603 0.04463610513067482
4.634723835 0.048003541463964336
4.636075066 0.051606005036670406
4.637426298 0.05547898745714288
4.638777529 0.05972279076422759
4.64012876 0.06429915000692668
4.641479992 0.06924674577100048
4.642831223 0.0745414354774583
4.644182455 0.0802647466080261
4.645533685999999 0.0864803446435051
4.646884918 0.093177123753048
4.648236149000001 0.1003555489270764
4.64958738 0.10805847610916806
4.650938612 0.11637889399063503
4.652289842999999 0.12529849624701703
4.6536410749999995 0.13484492115156108
4.6549923060000005 0.1449848059338542
4.656343538 0.1557891708041855
4.657694769 0.16731816750340084
4.659046001 0.17946723740378603
4.660397232 0.1923614432841112
4.661748463 0.2057789737695914
4.663099695 0.21985254474031982
4.664450926000001 0.23470644253616144
4.665802158 0.24984533972167405
4.667153389 0.2655276485953623
4.668504621 0.2817217597287486
4.6698558519999995 0.2980246318940146
4.6712070830000005 0.3146789930492557
4.672558315 0.3314224223371723
4.673909546 0.3478989105967311
4.675260778 0.36444882426645453
4.676612009 0.38058154305273095
4.6779632410000005 0.39621803635559477
4.679314472 0.4115903228677641
4.680665704 0.42583462415869205
4.682016935 0.43949261246643345
4.683368166 0.4527379518314532
4.684719398 0.46444241011669773
4.686070629 0.47553003555291107
4.687421861 0.48577259991651944
4.688773092 0.49477071273433487
4.690124324 0.5031117807568868
4.691475555 0.5104095589146544
4.6928267869999996 0.5167402252478938
4.694178018 0.5224321053546044
4.695529249 0.5271297364945939
4.696880481 0.5312260998818978
4.698231712 0.5347387362192255
4.699582943999999 0.5373602922020991
4.700934175 0.5396566566811414
4.702285407000001 0.5414162648776369
4.703636638 0.5426955230521493
4.704987869 0.5437202458499856
4.706339100999999 0.544254165032587
4.707690332 0.544636902004018
4.7090415640000005 0.5448081150633344
4.710392795 0.5447677042021984
4.711744027 0.544607856662938
4.713095258 0.5442602226947567
4.71444649 0.5438930732868114
4.7157977209999995 0.5434833977341411
4.717148952 0.5429394953737524
4.718500184000001 0.5424151508464421
4.719851415 0.5418807849258079
4.721202647 0.5413231718035443
4.722553877999999 0.540816229124817
4.72390511 0.5403038968067247
4.725256341000001 0.5397412427603147
4.726607572 0.5392589700087552
4.727958804 0.5388197359851472
4.729310035 0.5383430307610629
4.730661267 0.5379287482471479
4.7320124980000005 0.5375212870796929
