Wavelength_microns Throughput
2.0004663860000003 5.5273731104508545e-15
2.002074478 5.006235710084029e-15
2.00368257 4.562647316390171e-15
2.005290662 4.1875042356512444e-15
2.006898754 3.859257305442948e-15
2.008506846 3.594669641943218e-15
2.010114938 3.3661833262438285e-15
2.01172303 3.5456961530726613e-15
2.013331122 1.1341949030715517e-14
2.014939214 1.7093669086514787e-14
2.016547306 1.644699232876009e-14
2.018155398 1.57960930370599e-14
2.01976349 1.5041360595903877e-14
2.021371582 1.452265352510177e-14
2.022979674 1.4032152384338396e-14
2.0245877660000002 1.3120803582238064e-14
2.026195858 7.014310017902485e-15
2.027803949 3.0468920099123955e-15
2.029412041 2.782820073454148e-14
2.031020133 3.4283506235268734e-14
2.032628225 3.383426464709125e-14
2.034236317 3.3696221279423415e-14
2.035844409 5.715195878346574e-14
2.037452501 6.312966866864556e-14
2.039060593 6.332977518280179e-14
2.040668685 6.356091103285307e-14
2.042276777 4.0389020578853667e-14
2.0438848689999998 3.410197843156915e-14
2.045492961 3.537030641778532e-14
2.047101053 3.579503464527661e-14
2.0487091449999997 1.0821251436723877e-14
2.0503172370000002 4.3362382894610604e-15
2.0519253290000004 8.459755244484683e-15
2.053533421 1.1278965832685278e-14
2.055141513 1.1885143065378842e-14
2.056749605 1.2451080764954657e-14
2.058357697 1.2842384741811922e-14
2.059965788 1.3771979846891946e-14
2.06157388 1.4684635610004124e-14
2.0631819719999998 1.517419436508805e-14
2.064790064 9.839451913187265e-15
2.066398156 6.736087009576821e-15
2.068006248 7.015100386106173e-15
2.06961434 7.355611456052631e-15
2.071222432 6.320785492196871e-15
2.072830524 5.374995519032729e-15
2.074438616 5.6438764998700355e-15
2.076046708 6.245279317203831e-15
2.0776548 6.898126897695823e-15
2.079262892 7.700891291504726e-15
2.080870984 8.631611136051362e-15
2.0824790760000003 9.66144645883851e-15
2.084087168 1.0927507625124462e-14
2.08569526 1.241669130012989e-14
2.0873033519999997 1.4165931369959588e-14
2.088911444 1.622496001576232e-14
2.090519536 1.868650682230737e-14
2.092127627 2.1590114650241914e-14
2.0937357189999997 2.509121361710856e-14
2.0953438110000002 2.9421113586858805e-14
2.0969519030000003 3.436633558508828e-14
2.098559995 4.031590279400803e-14
2.100168087 4.75678231454275e-14
2.101776179 5.583684416932618e-14
2.103384271 6.578587801616313e-14
2.104992363 7.721252261524832e-14
2.1066004549999997 8.952725863386325e-14
2.1082085470000003 1.0319384925003105e-13
2.109816639 1.1721305385981894e-13
2.111424731 1.3102863111824421e-13
2.113032823 1.43553945026137e-13
2.114640915 1.5342305781536074e-13
2.116249007 1.6144800871411722e-13
2.1178570989999996 1.655957763755047e-13
2.1194651909999997 1.6722952944077568e-13
2.1210732830000003 1.6662204177779374e-13
2.122681375 1.6401967692363596e-13
2.124289466 1.5955814530715947e-13
2.125897558 1.550389776612837e-13
2.1275056500000002 1.5039859662556874e-13
2.129113742 1.4555810292449913e-13
2.130721834 1.4131829001912688e-13
2.1323299259999997 1.37132128922387e-13
2.133938018 1.3317081602956146e-13
2.1355461100000004 1.2967779185297198e-13
2.137154202 1.2704473555027725e-13
2.138762294 1.2449277228296056e-13
2.140370386 1.2262795195435314e-13
2.141978478 1.2068754391602214e-13
2.14358657 1.1953724707930795e-13
2.1451946619999998 1.1867926879713734e-13
2.146802754 1.180590137646654e-13
2.1484108460000004 1.1772167818032658e-13
2.150018938 1.1766758747743185e-13
2.15162703 1.1793962524226058e-13
2.153235122 1.185396437893636e-13
2.154843214 1.1922939669254356e-13
2.156451305 1.2041245664768171e-13
2.158059397 1.215422349728572e-13
2.159667489 1.2328252403206928e-13
2.161275581 1.2542731409041542e-13
2.1628836729999996 1.273960636726776e-13
2.164491765 1.2991798558016327e-13
2.1660998570000003 1.327601831056933e-13
2.167707949 1.3593513188533412e-13
2.169316041 1.3944478291584787e-13
2.170924133 1.4298683748735151e-13
2.172532225 1.4741391726542804e-13
2.174140317 1.5211254632041016e-13
2.1757484089999997 1.5730263133560587e-13
2.177356501 1.647604218453659e-13
2.1789645930000003 2.974653045769806e-13
2.180572685 2.3847758045506936e-12
2.182180777 2.9192971721535805e-12
2.183788869 3.0792498128805016e-12
2.185396961 3.2578488296152013e-12
2.187005053 3.785985374129915e-12
2.1886131449999997 5.748377135983515e-12
2.1902212359999997 6.222471835322771e-12
2.191829328 6.416286865676605e-12
2.1934374200000004 3.8309295034176775e-12
2.195045512 7.162503790710005e-12
2.196653604 2.398705246980493e-11
2.198261696 4.592096269255758e-11
2.199869788 7.385611765938245e-11
2.20147788 1.0793855832664844e-10
2.203085972 1.5531343807723185e-10
2.204694064 2.1854402921797612e-10
2.206302156 3.025654619998501e-10
2.207910248 3.9165349246166383e-10
2.2095183400000002 4.593101050247582e-10
2.211126432 5.267853167595843e-10
2.212734524 6.181229415329876e-10
2.2143426159999997 7.479183776398178e-10
2.215950708 8.782071870470529e-10
2.2175588 9.006764965349515e-10
2.219166892 8.842003581981742e-10
2.220774984 8.519675178543239e-10
2.221786975 7.780926313976643e-10
2.222987941 7.154540088293254e-10
2.2241889070000003 5.627310513391216e-10
2.225389873 2.8350347778782544e-10
2.226590839 3.1178850869710484e-12
2.227791805 3.30957008817294e-12
2.228992771 3.4547302107565237e-12
2.230193737 3.5561336355628967e-12
2.231394703 3.635013710097703e-12
2.2325956689999997 3.71423078708589e-12
2.233796635 3.809070161983204e-12
2.234997601 3.926567625918101e-12
2.2361985669999997 6.425196970615629e-12
2.2373995329999996 6.740082040504121e-12
2.238600498 7.129800850527488e-12
2.239801464 7.592487902379084e-12
2.24100243 8.152927080486876e-12
2.242203396 8.808925472802589e-12
2.243404362 9.568632528966475e-12
2.244605328 1.0450715843071714e-11
2.245806294 7.29796885963641e-12
2.2470072599999997 8.02031681032491e-12
2.248208226 8.849136858977622e-12
2.249409192 9.780737990863273e-12
2.2506101579999997 1.0830578123803365e-11
2.251811124 1.7577312884925753e-11
2.2530120900000004 4.219946066921414e-10
2.254213056 4.742704707663549e-10
2.255414021 5.84565163159182e-10
2.256614987 6.494873782271794e-10
2.2578159529999997 7.13800454190383e-10
2.259016919 7.805567336340767e-10
2.260217885 8.512720060462633e-10
2.2614188509999997 9.11919014013054e-10
2.2626198169999996 1.7342282538995716e-10
2.2638207830000003 3.943070762676546e-10
2.265021749 3.169083891375452e-10
2.266222715 6.704518943513466e-10
2.2674236810000004 1.9911956180200297e-09
2.268624647 5.230940676399241e-09
2.269825613 8.548896543504801e-09
2.271026579 8.925744865239048e-09
2.2722275450000002 1.2525493831869234e-08
2.27342851 1.532003441191431e-08
2.274629476 1.7258818189147133e-08
2.2758304419999997 1.9430318826327026e-08
2.277031408 2.0880269737966175e-08
2.2782323740000003 1.9012833910635052e-08
2.27943334 1.5590681482713262e-08
2.280634306 1.8821086471761536e-08
2.281835272 2.2501477133306592e-08
2.283036238 2.148976291680035e-08
2.284237204 2.0720820192901003e-08
2.28543817 2.5082384245605573e-08
2.286639136 2.7614553917674697e-08
2.287840102 3.049263756938748e-08
2.289041068 4.3146773467679176e-08
2.290242034 5.7191845933308216e-08
2.291442999 6.288191188345534e-08
2.2926439650000003 7.447894241734695e-08
2.293844931 1.0002510334102981e-07
2.295045897 1.2362370229726642e-07
2.296246863 1.3931600947380303e-07
2.297447829 1.5999757909118263e-07
2.298648795 1.8171702228248894e-07
2.299849761 1.947457113252169e-07
2.301050727 2.3526244993350582e-07
2.302251693 2.816185253713167e-07
2.303452659 3.269257496886131e-07
2.304653625 3.60445286551067e-07
2.3058545909999997 4.2709250998030124e-07
2.307055557 4.922524206260735e-07
2.308256523 5.521909126435611e-07
2.309457488 6.705657478925147e-07
2.310658454 7.710830482641654e-07
2.3118594199999998 9.116284111629709e-07
2.313060386 1.033651232836232e-06
2.314261352 1.178067155352028e-06
2.315462318 1.4074794240288836e-06
2.316663284 1.7385870172291266e-06
2.31786425 2.045254007956876e-06
2.319065216 2.288580894243959e-06
2.3202661819999997 2.5649269602212367e-06
2.321467148 3.0437604863356796e-06
2.322668114 3.6294701022429103e-06
2.32386908 4.308550994709932e-06
2.325070046 4.954777068886713e-06
2.3262710120000003 5.4728983018448995e-06
2.327471977 6.5559677327654135e-06
2.328672943 7.821595691351674e-06
2.329873909 9.307919464587019e-06
2.3310748749999997 1.0340442180647091e-05
2.332275841 1.1710005604755473e-05
2.333476807 1.3569869917466182e-05
2.3346777729999997 1.5433047331064018e-05
2.3358787390000004 1.756944716543845e-05
2.3370797050000003 1.9340563948923518e-05
2.338280671 2.1758082629851482e-05
2.339481637 2.4261491001892546e-05
2.3406826030000003 2.734593302828117e-05
2.341883569 3.0281779958974163e-05
2.343084535 3.3109463059459684e-05
2.344285501 3.63024654201678e-05
2.3454864659999997 3.979630855731352e-05
2.346687432 4.368677131212131e-05
2.3478883980000003 4.72761552299066e-05
2.349089364 5.16782046922557e-05
2.35029033 5.648647649115938e-05
2.3514912960000003 6.26835476100508e-05
2.352692262 6.990398848205284e-05
2.353893228 7.858003149138914e-05
2.355094194 8.976533587917783e-05
2.35629516 0.00010373502888935714
2.357496126 0.00012103771869214708
2.358697092 0.0001424964850292853
2.359898058 0.00016967404616386792
2.361099024 0.0002032462515245058
2.3622999890000003 0.0002445229745155314
2.363500955 0.00029441233743773436
2.364701921 0.000354283983203755
2.3659028870000003 0.0004259782862500244
2.367103853 0.0005105847746417903
2.368304819 0.0006088476222662346
2.369505785 0.0007235056652243568
2.370706751 0.0008536302598703712
2.371907717 0.001000515434943994
2.373108683 0.0011625912910904405
2.3743096489999997 0.0013384375136508142
2.375510615 0.0015240070127195099
2.376711581 0.001718412052467743
2.3779125469999998 0.0019179188111228154
2.3791135129999996 0.0021164493830397755
2.380314478 0.002314892307921157
2.381515444 0.0025107227477107748
2.38271641 0.0027010673254720544
2.383917376 0.002887596615612437
2.385118342 0.003072097955488008
2.386319308 0.003257643762547967
2.387520274 0.003449856608288798
2.3887212399999997 0.0036527640288315693
2.389922206 0.003867730855732163
2.391123172 0.004104398084571471
2.3923241379999998 0.004369187308162116
2.3935251039999996 0.004668975398058959
2.3947260700000004 0.005015044034366805
2.3959270360000002 0.005411818325703546
2.397128002 0.00587123781470641
2.398328967 0.006407315519586428
2.3995299329999997 0.007035491927724075
2.400730899 0.007773919005190624
2.401931865 0.008645920766850779
2.4031328309999997 0.00968088627959519
2.4043337969999996 0.010913678704592322
2.405534763 0.01238615802596337
2.406735729 0.014150847535786208
2.407936695 0.016272151304588246
2.4091376610000004 0.018830115998543843
2.4103386270000002 0.021919168256919523
2.411539593 0.025650774369142662
2.412740559 0.030152439630200107
2.4139415250000003 0.035567002721551735
2.415142491 0.04204212081802331
2.416343456 0.04971378070634578
2.4175444219999997 0.05868966519989256
2.4187453879999996 0.06901689166648275
2.4199463540000004 0.08065561551332581
2.42114732 0.09348106254200649
2.422348286 0.10729343943356075
2.423549252 0.1215306483042148
2.4247502180000002 0.1358338116850277
2.425951184 0.14972545084116606
2.42715215 0.16276022858547703
2.4283531160000003 0.1745794452560873
2.429554082 0.18494479938408134
2.430755048 0.19377787638290514
2.431956014 0.20113036726965397
2.43315698 0.20717598476705973
2.4343579450000004 0.21218987175501822
2.435558911 0.21650058913136846
2.436759877 0.22043476636996878
2.437960843 0.2242916058241093
2.4391618090000002 0.22832321745524684
2.440362775 0.23272424913180004
2.441563741 0.23763476951096288
2.442764707 0.24314129714495925
2.443965673 0.24928980693996008
2.445166639 0.2560859918780339
2.446367605 0.26349531663102654
2.4475685709999997 0.2712734472482198
2.448769537 0.279537181444164
2.449970503 0.2882734678331086
2.4511714689999997 0.29720855366185017
2.452372434 0.30620271700322105
2.4535734000000002 0.31510158667631183
2.454774366 0.3237538387585925
2.455975332 0.33202080546015894
2.457176298 0.3397839097999749
2.458377264 0.3469413517178615
2.45957823 0.3534209738115552
2.460779196 0.35914206727962583
2.4619801619999997 0.36410760196058006
2.463181128 0.3683542740557613
2.464382094 0.37192366096632956
2.4655830599999997 0.3748717075034915
2.466784026 0.37726793340802484
2.4679849920000003 0.3791911136889729
2.469185958 0.3807196287527745
2.470386923 0.3819501848209423
2.471587889 0.38297439802734995
2.4727888549999997 0.3838250916437824
2.473989821 0.38499999276146213
2.475190787 0.3856668049581877
2.4763917529999997 0.3862937151856083
2.477592719 0.38691362926957185
2.4787936850000003 0.3875429300332707
2.479994651 0.3881860591962158
2.481195617 0.38873998221446643
2.4823965830000003 0.3890340655550613
2.483597549 0.3896864174158418
2.484798515 0.39032682647907524
2.485999481 0.3909408404115847
2.4872004459999997 0.3915069721125884
2.488401412 0.3920106394645881
2.489602378 0.3924399870094331
2.490803344 0.3927482820516551
2.49200431 0.3929376777382188
2.4932052760000003 0.39301450486634393
2.494406242 0.39297288742835457
2.495607208 0.392806007972756
2.496808174 0.39251746006554916
2.49800914 0.39211056486670715
2.499210106 0.3915843098691474
2.500411072 0.3909456374104099
2.501612038 0.39020409344636087
2.502813004 0.3893723102732634
2.50401397 0.38846152505090187
2.505214935 0.3874858176642957
2.506415901 0.3864561197106872
2.5076168670000003 0.385382278946868
2.508817833 0.38427951884933026
2.510018799 0.38315917936841587
2.511219765 0.38204491874393787
2.512420731 0.3809318789014405
2.513621697 0.3798326919463628
2.514822663 0.3787516366352662
2.5160236289999998 0.37769742146064395
2.517224595 0.37667697712780285
2.518425561 0.37569502906535174
2.519626527 0.37475703067918886
2.5208274929999996 0.3738732508861102
2.522028459 0.3730472540971481
2.523229424 0.37227639152527664
2.52443039 0.37156727098371145
2.525631356 0.37091963238568204
2.526832322 0.37033702966368987
2.528033288 0.36982519474648057
2.529234254 0.3693855170082485
2.5304352199999998 0.369031964182633
2.531636186 0.36877618743943213
2.532837152 0.368596549026441
2.534038118 0.36849572099599354
2.5352390839999996 0.3684762883131184
2.53644005 0.368537125827429
2.5376410160000002 0.36867453364919023
2.538841982 0.3688866810219477
2.540042948 0.36917427317355556
2.5412439129999997 0.36951251512913064
2.542444879 0.36992279659971533
2.543645845 0.3703974743353679
2.5448468109999998 0.3709336470674932
2.546047777 0.37152893941586007
2.547248743 0.3721785065572164
2.548449709 0.37287658897459114
2.5496506749999996 0.3736147850542236
2.5508516410000004 0.37438743455803913
2.5520526070000003 0.3751854820063781
2.553253573 0.3760056713953333
2.554454539 0.37683692154928905
2.5556555050000003 0.3776700293742587
2.556856471 0.3784942500740116
2.558057437 0.37930444496000676
2.5592584019999998 0.3800994201811126
2.5604593679999996 0.38086809511668374
2.561660334 0.38161160170667285
2.5628613000000002 0.38232431131436434
2.564062266 0.38299923799454993
2.565263232 0.38362736702262784
2.5664641980000003 0.3842141103001134
2.567665164 0.3847674061449905
2.56886613 0.38526553474042413
2.5700670960000003 0.38573898182037014
2.571268062 0.3865577196496368
2.572469028 0.3869114292572418
2.573669994 0.38722379940305907
2.57487096 0.38751281771557344
2.576071926 0.38777235160553036
2.5772728910000002 0.38788175882226633
2.578473857 0.38779444421914827
2.579674823 0.38797806626090486
2.5808757890000003 0.3881407017237569
2.582076755 0.38831285124554604
2.583277721 0.38847677534711855
2.584478687 0.3886413270068093
2.585679653 0.38881549865230675
2.586880619 0.38901071799822207
2.588081585 0.38921916333288825
2.5892825509999997 0.38945583444594467
2.590483517 0.3896850339066339
2.591684483 0.38992912574965144
2.5928854489999997 0.39022764976960167
2.594086414 0.3905228332415239
2.5952873800000003 0.39047338647103125
2.596488346 0.39085743204064316
2.597689312 0.3915719619762969
2.598890278 0.39214175701151444
2.600091244 0.3926106201274913
2.60129221 0.3929790227660027
2.602493176 0.39334106411958825
2.6036941419999997 0.393709280435378
2.604895108 0.39408145238255077
2.606096074 0.39445231736029057
2.6072970399999997 0.39482860057813374
2.6084980059999996 0.3951982857602565
2.6096989720000003 0.3955566824439916
2.610899938 0.3959155580368731
2.612100903 0.39624663615362027
2.613301869 0.39653434224736295
2.6145028349999997 0.39680575379675825
2.615703801 0.3970507823966511
2.616904767 0.39724820791332727
2.6181057329999997 0.39789191228086335
2.619306699 0.3980539430761917
2.620507665 0.39818540737990077
2.621708631 0.39829656867684665
2.622909597 0.39837551977426094
2.6241105630000003 0.3984237108070983
2.625311529 0.3984475181370911
2.626512495 0.398441078503326
2.627713461 0.39839709694382675
2.628914427 0.39834121047732435
2.630115392 0.39826067915817476
2.631316358 0.3981630325239822
2.6325173239999997 0.3980685269906
2.63371829 0.39795407364067864
2.6349192560000003 0.3982489543691411
2.636120222 0.39817611609872094
2.637321188 0.3980570430013708
2.638522154 0.39792646089772205
2.63972312 0.3978058667282074
2.640924086 0.3976884488117812
2.642125052 0.3975723509572359
2.643326018 0.39747104795865934
2.644526984 0.39738596758830724
2.64572795 0.39731473643559184
2.646928916 0.39725963102770456
2.648129881 0.3972147035956237
2.6493308470000003 0.3971820588351061
2.650531813 0.3971683615211785
2.651732779 0.3971674652367865
2.652933745 0.3976055493517329
2.654134711 0.3976632078663509
2.655335677 0.39770062358736896
2.656536643 0.39774912616779173
2.657737609 0.39781860016979814
2.658938575 0.39790332604518935
2.660139541 0.3979243925556502
2.661340507 0.39745980525581687
2.662541473 0.39720735379514305
2.663742439 0.3972563348490772
2.664943405 0.3973242660972924
2.66614437 0.39736645774222884
2.667345336 0.39740180827112714
2.668546302 0.39770633221725565
2.669747268 0.3979735615212317
2.670948234 0.3980727771374287
2.6721492 0.39769916182338816
2.673350166 0.39778560895700615
2.674551132 0.397858271092266
2.675752098 0.39794621598245156
2.6769530639999997 0.39803870455801127
2.67815403 0.3980944769759118
2.679354996 0.3981275288992448
2.680555962 0.3981422932127353
2.681756928 0.39814996899277694
2.6829578940000003 0.39769171107400036
2.684158859 0.39763032910583845
2.685359825 0.3975714881380838
2.686560791 0.39773949783778395
2.687761757 0.39783342383144776
2.688962723 0.39771793579004455
2.690163689 0.39757965356697694
2.6913646549999997 0.3974028686003606
2.6925656210000004 0.3969673921382035
2.6937665870000003 0.39659870479884896
2.694967553 0.3964372824912949
2.696168519 0.39628120736743994
2.6973694850000003 0.39613209715689146
2.698570451 0.3960002074721993
2.699771417 0.39589511470411304
2.700972383 0.39591187757123353
2.7021733479999996 0.39588789448750417
2.703374314 0.39574339527683355
2.70457528 0.3960995360536231
2.705776246 0.3961818721580645
2.706977212 0.3962704441547206
2.7081781780000003 0.39637115483759106
2.709379144 0.39649366849490025
2.71058011 0.3966250758872171
2.7117810760000003 0.39676576551529225
2.712982042 0.39690947522122777
2.714183008 0.3965966260896942
2.715383974 0.39675063843181435
2.71658494 0.3968979705241271
2.717785906 0.39705320753622664
2.7189868710000002 0.3972068797427845
2.720187837 0.39733923435437507
2.721388803 0.3976139450684955
2.7225897690000003 0.39799799277659476
2.723790735 0.3977455005167994
2.724991701 0.3977627122605803
2.726192667 0.3978905825821495
2.727393633 0.39800338853980033
2.728594599 0.3980952460629616
2.729795565 0.3981894667829847
2.7309965309999997 0.39827691694372197
2.732197497 0.39835233638373435
2.733398463 0.39823034994998163
2.7345994289999997 0.39799485064205886
2.735800395 0.39801604687489167
2.7370013600000003 0.3980242143375166
2.738202326 0.3980302730432516
2.739403292 0.39803590406139777
2.740604258 0.3983135873087607
2.741805224 0.3984761559665524
2.74300619 0.39844658621428264
2.744207156 0.3983218719344813
2.7454081219999997 0.39792791180368037
2.746609088 0.3979008917564079
2.747810054 0.3978579232579428
2.7490110199999997 0.39780744330526857
2.7502119859999996 0.39774740544528603
2.751412952 0.39766102039386086
2.752613918 0.397297112343186
2.753814884 0.3970557249182524
2.755015849 0.39700658018176727
2.756216815 0.3968648854187626
2.757417781 0.3964730035925328
2.758618747 0.3964495094544285
2.7598197129999997 0.3968125816770642
2.761020679 0.396940196463244
2.762221645 0.39655813410175594
2.7634226109999998 0.396636337981135
2.764623577 0.39672981546285124
2.7658245430000004 0.39684651279686944
2.767025509 0.3965151678326026
2.768226475 0.39668306031932543
2.769427441 0.39687689924471203
2.7706284070000002 0.396774830823326
2.771829373 0.39679592550274817
2.773030338 0.3970135210242102
2.7742313039999997 0.39725625759436245
2.7754322699999996 0.3973144344105108
2.7766332360000003 0.39733419874595405
2.777834202 0.397633130426583
2.779035168 0.3983983369951807
2.7802361340000004 0.39862083879755095
2.7814371 0.3986150556237354
2.782638066 0.3989759301761337
2.783839032 0.39934312599668853
2.7850399980000002 0.39970571431273805
2.786240964 0.39964236057904445
2.78744193 0.4000376649557969
2.788642896 0.4004347685377736
2.789843862 0.4008283281963069
2.7910448270000003 0.4007734556279063
2.792245793 0.4011931884638479
2.793446759 0.4016058204182721
2.794647725 0.4016933143257873
2.795848691 0.4019054076999322
2.797049657 0.40226562527287385
2.798250623 0.40271732724930315
2.799451589 0.40315738542771695
2.800652555 0.4031561005241601
2.801853521 0.4033704310715858
2.803054487 0.4035605671444043
2.804255453 0.4036040084090341
2.805456419 0.40338576367086953
2.806657385 0.4035002781622535
2.8078583509999997 0.4035896066847211
2.809059316 0.4036276315886599
2.810260282 0.4032140832440807
2.811461248 0.40322852646062596
2.812662214 0.4032189185030151
2.81386318 0.403184478138515
2.815064146 0.40264742776980794
2.816265112 0.4025649714598714
2.817466078 0.4024663001351496
2.8186670439999997 0.4026543737867439
2.81986801 0.4022641158857404
2.821068976 0.40201612113227014
2.8222699419999997 0.4018143907116132
2.823470908 0.40160462103712935
2.8246718740000003 0.4013913493494969
2.825872839 0.40117501005730416
2.827073805 0.40095568967013023
2.828274771 0.40073740325537643
2.829475737 0.40051993929915786
2.830676703 0.40028592456309225
2.831877669 0.4000392026194434
2.8330786349999997 0.39980371528042946
2.834279601 0.3995780386095582
2.8354805670000003 0.3993685485302726
2.836681533 0.3988511602901665
2.837882499 0.39852391497130357
2.8390834650000003 0.3983679808854195
2.840284431 0.3983615326413595
2.841485397 0.3985719064934093
2.842686363 0.3984797542479208
2.8438873279999997 0.39841021031701057
2.845088294 0.39835925820064455
2.84628926 0.39833212255633704
2.8474902259999997 0.3983275762961638
2.848691192 0.3983442791876151
2.8498921580000003 0.39837820936370805
2.851093124 0.39820053816862455
2.85229409 0.3980199777041154
2.8534950560000003 0.39785957978186326
2.854696022 0.3977172552883378
2.855896988 0.39759016095066124
2.857097954 0.3974762186268213
2.85829892 0.39737662811192637
2.859499886 0.39729028982849623
2.860700852 0.39694384213115225
2.861901817 0.39683951722636557
2.863102783 0.3968824495321157
2.8643037490000003 0.39706953352470375
2.865504715 0.39743822417723923
2.866705681 0.3974982148207628
2.867906647 0.3975573350398587
2.869107613 0.39761810232199496
2.870308579 0.3976909697295278
2.871509545 0.3977999932608804
2.872710511 0.39790548391120845
2.873911477 0.3980065028460498
2.875112443 0.39809999048270117
2.8763134089999998 0.39818905311699365
2.877514375 0.39827198739671704
2.878715341 0.39834669295037484
2.879916306 0.39840919844619754
2.881117272 0.39845681838847363
2.882318238 0.3984943731866148
2.883519204 0.3985200644950756
2.88472017 0.39853401793097015
2.885921136 0.39809632603942546
2.8871221019999997 0.39804537851159194
2.888323068 0.3980159352033998
2.889524034 0.39797344337000395
2.8907249999999998 0.3979803861767643
2.8919259659999996 0.3980156514124778
2.893126932 0.39848402754634504
2.894327898 0.39848765602305297
2.895528864 0.3984736883577511
2.8967298300000004 0.39844297848337723
2.897930795 0.3983949733102074
2.899131761 0.39833048179292263
2.900332727 0.39822126107216743
2.9015336929999997 0.3980249774370102
2.902734659 0.39780915637047015
2.903935625 0.39757583852472317
2.9051365909999998 0.39732312846162915
2.9063375569999996 0.39705223239582077
2.9075385230000004 0.3967621706410367
2.9087394890000002 0.39645319622162445
2.909940455 0.3961247911399353
2.911141421 0.3953562043008898
2.9123423870000003 0.3950452234454115
2.913543353 0.39471632837749754
2.914744319 0.39436900527369984
2.9159452839999997 0.39400499182324233
2.9171462499999996 0.3936248445346861
2.918347216 0.3932309131564164
2.919548182 0.39282507398515865
2.920749148 0.39231443209930017
2.9219501140000004 0.39173775466114874
2.9231510800000002 0.3911513900026384
2.924352046 0.3905572517027531
2.925553012 0.38995703145103205
2.9267539780000003 0.3896833457353573
2.927954944 0.38918280909896763
2.92915591 0.38857213106178257
2.930356876 0.3879320114606794
2.931557842 0.38722177404879804
2.932758808 0.3865143832681926
2.933959773 0.38581269226771575
2.935160739 0.3851193978753594
2.936361705 0.38443528781982367
2.9375626710000002 0.3835039929462534
2.938763637 0.3826433070635018
2.939964603 0.38199691704415606
2.941165569 0.38142642949496314
2.942366535 0.3808749745341851
2.943567501 0.38060027655287526
2.944768467 0.3802828272230557
2.945969433 0.37978806014223704
2.947170399 0.3793152332634599
2.948371365 0.3788640139335686
2.9495723309999997 0.37843411497368706
2.950773296 0.3782402362124892
2.9519742620000002 0.37780397912022234
2.953175228 0.37730140168365134
2.954376194 0.37682003967037253
