Wavelength_microns Throughput
0.5504000244140625 5.273476168424962e-13
0.5514000244140626 2.27494004792215e-13
0.5524000244140626 3.9212295732849947e-13
0.5534000244140626 1.0323752905878465e-14
0.5544000244140626 4.0537830000404337e-13
0.5554000244140626 8.117190864815784e-13
0.5564000244140626 1.1884421030477534e-12
0.5574000244140624 1.4733084801591336e-12
0.5584000244140624 3.7584134334207375e-13
0.5594000244140624 2.2487695338187143e-12
0.5604000244140624 2.2713436788541705e-12
0.5614000244140624 1.3245948866206885e-12
0.5624000244140624 9.068844132278416e-16
0.5634000244140625 2.113819904460542e-12
0.5644000244140625 4.86278723716654e-13
0.5654000244140625 1.835762468914816e-12
0.5664000244140625 5.475693937987292e-13
0.5674000244140625 1.3637051479715172e-13
0.5684000244140625 5.887341453360409e-13
0.5694000244140625 1.492307874689021e-13
0.5704000244140625 5.605072056421234e-13
0.5714000244140625 5.087772848997598e-13
0.5724000244140625 1.973261192497768e-13
0.5734000244140625 6.190847703010131e-13
0.5744000244140625 4.8463684571538853e-14
0.5754000244140625 2.71599597823869e-13
0.5764000244140625 6.48170254076226e-13
0.5774000244140625 2.3361823747864885e-15
0.5784000244140625 4.681503943673257e-12
0.5794000244140625 3.5087824756039998e-15
0.5804000244140625 9.444450755826561e-13
0.5814000244140625 5.430346530433867e-15
0.5824000244140625 6.239598359115012e-12
0.5834000244140625 1.0450671267821003e-14
0.5844000244140625 9.895432311725142e-12
0.5854000244140625 3.320151886352711e-14
0.5864000244140625 1.2791523578218468e-11
0.5874000244140625 1.3389549815205405e-12
0.5884000244140625 4.391804430101459e-14
0.5894000244140625 2.609526425341472e-14
0.5904000244140625 1.3515461753309235e-14
0.5914000244140625 7.785194440572367e-15
0.5924000244140625 5.3745914966529186e-15
0.5934000244140625 5.245639068648247e-12
0.5944000244140625 3.498501359959526e-15
0.5954000244140625 3.2907484936473776e-15
0.5964000244140625 7.016205556140554e-13
0.5974000244140625 3.3736799646174156e-13
0.5984000244140625 1.0110836845524969e-12
0.5994000244140625 4.742429328865553e-13
0.6004000244140625 6.320208298094093e-13
0.6014000244140625 4.458559046029562e-15
0.6024000244140625 2.1522806991131426e-12
0.6034000244140625 1.2737706674394593e-12
0.6044000244140625 7.75237891203577e-15
0.6054000244140625 8.985445433985591e-15
0.6064000244140625 1.0226392752260862e-14
0.6074000244140625 1.1071214151344731e-14
0.6084000244140625 1.1137193786117344e-14
0.6094000244140625 1.0584910580022142e-14
0.6104000244140625 5.910768404348104e-13
0.6114000244140625 1.0907407081216951e-12
0.6124000244140625 9.70769922053524e-13
0.6134000244140625 5.623851544069079e-13
0.6144000244140625 5.298442308799825e-15
0.6154000244140625 4.7664901430256285e-15
0.6164000244140625 4.391781409250997e-15
0.6174000244140625 4.2454104714511416e-15
0.6184000244140625 4.130596658861842e-15
0.6194000244140625 9.625791707470976e-13
0.6204000244140625 1.990049510843985e-12
0.6214000244140625 3.711207542242309e-15
0.6224000244140625 4.101533048162063e-15
0.6234000244140625 4.490646635774102e-15
0.6244000244140625 5.1402819045116285e-15
0.6254000244140625 6.2083422762397886e-15
0.6264000244140625 7.866087616358782e-15
0.6274000244140625 1.06296745158004e-14
0.6284000244140625 1.527220789235735e-14
0.6294000244140625 2.2647046624065538e-14
0.6304000244140625 3.293920940181806e-14
0.6314000244140625 4.344641832584061e-14
0.6324000244140625 4.887638519645027e-14
0.6334000244140625 4.630171931154579e-14
0.6344000244140625 3.819444731927825e-14
0.6354000244140625 2.9691631919048186e-14
0.6364000244140625 2.3645588012442673e-14
0.6374000244140625 2.028437955400867e-14
0.6384000244140625 1.2244033293153766e-12
0.6394000244140625 1.8837386594052186e-14
0.6404000244140625 2.029376491877616e-14
0.6414000244140625 2.272552016358997e-14
0.6424000244140625 2.575112048722893e-14
0.6434000244140625 4.157358107485258e-12
0.6444000244140625 3.028850725803131e-14
0.6454000244140625 2.945632918662388e-14
0.6464000244140625 2.6019153218220425e-14
0.6474000244140625 2.1248920034370158e-14
0.6484000244140625 1.673536903460152e-14
0.6494000244140625 1.3409931729472307e-14
0.6504000244140625 1.0957090262286337e-14
0.6514000244140625 9.18381857015262e-15
0.6524000244140625 8.268284571190352e-15
0.6534000244140625 1.587198129857826e-12
0.6544000244140625 8.104068276511568e-15
0.6554000244140625 8.527887472199632e-15
0.6564000244140625 9.57198558928792e-15
0.6574000244140625 1.1283601803542256e-14
0.6584000244140625 1.3453734430538167e-14
0.6594000244140625 3.685829365260036e-12
0.6604000244140625 1.188645790088778e-12
0.6614000244140625 6.768237791951224e-12
0.6624000244140625 5.8807492836548355e-12
0.6634000244140625 2.050996924512303e-14
0.6644000244140625 6.682151199356237e-12
0.6654000244140625 6.061499476719113e-12
0.6664000244140625 1.3685894425209682e-14
0.6674000244140625 1.2107243022292473e-14
0.6684000244140625 1.1347926918491156e-14
0.6694000244140625 7.650655990419213e-12
0.6704000244140625 1.0971191316320962e-14
0.6714000244140625 2.120975062961326e-12
0.6724000244140625 1.2999670696971442e-14
0.6734000244140625 1.5233568230415946e-14
0.6744000244140625 6.269758881644043e-12
0.6754000244140625 2.028715789303705e-14
0.6764000244140626 4.950413474864627e-12
0.6774000244140626 2.3457497333227207e-14
0.6784000244140626 2.3368632356466808e-14
0.6794000244140626 2.178080447160051e-14
0.6804000244140626 1.8958057892500847e-14
0.6814000244140626 1.5844087527400514e-14
0.6824000244140624 2.277809164714748e-12
0.6834000244140624 1.312427063191564e-14
0.6844000244140624 1.2650431105712855e-14
0.6854000244140624 3.346099803152017e-12
